customer_id,display_name,structure,is_company,jurisdiction,pep_level,cash_intensive_business,primary_matter_type,designated_service,delivery_channel,occupation,declared_annual_income_aud,onboarded_date,customer_type_score,jurisdiction_score,service_score,channel_score
CUST-10266,"Thomas, Lee and Greene",Family Trust,True,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Tradesperson,76000.0,2025-03-31,0,0,2,1
CUST-10267,"Suarez, Shields and Hill",Family Trust,True,Germany,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Engineer,126000.0,2025-02-13,0,0,1,0
CUST-10268,Jennifer Villa,Individual,False,Singapore,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Via intermediary/referrer,Accountant,129000.0,2026-07-28,0,0,1,1
CUST-10269,"Adams, Smith and Barber",Pty Ltd Company - multi-layer ownership,True,Australia,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Real Estate Agent,191000.0,2025-12-28,1,0,0,1
CUST-10270,Lauren Keller,Individual,False,Cyprus,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Property Developer,355000.0,2026-02-27,0,1,0,1
CUST-10271,Jill Washington,Individual,False,Singapore,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,73000.0,2025-01-24,0,0,0,1
CUST-10272,Phillip Bennett,Individual,False,Germany,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,46000.0,2025-04-21,0,0,0,0
CUST-10273,Sheila Pollard,Individual,False,United States,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Via intermediary/referrer,Real Estate Agent,102000.0,2026-03-25,0,0,1,1
CUST-10274,Armstrong and Sons,Foreign-incorporated entity,True,United Kingdom,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Via intermediary/referrer,Administrator,65000.0,2026-05-12,1,0,1,1
CUST-10275,Williams-Garner,Pty Ltd Company - multi-layer ownership,True,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Import/Export Trader,286000.0,2025-01-25,1,0,0,1
CUST-10276,"Mcintyre, James and Mcneil",Foreign-incorporated entity,True,United States,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,117000.0,2026-08-22,1,0,0,0
CUST-10277,"Pollard, Simpson and Johnson",Foreign-incorporated entity,True,Australia,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Public Servant,52000.0,2026-06-05,1,0,1,1
CUST-10278,Leslie Kane,Individual,False,Singapore,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Real Estate Agent,151000.0,2025-11-25,0,0,0,1
CUST-10279,Jessica Fox,Individual,False,New Zealand,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Public Servant,93000.0,2025-04-06,0,0,0,0
CUST-10280,Smith-Thomas,Family Trust,True,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Teacher,60000.0,2026-05-08,0,0,1,0
CUST-10281,Tracy Jones,Individual,False,Japan,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Property Developer,488000.0,2025-06-08,0,0,0,0
CUST-10282,Deborah Hanson,Individual,False,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Via intermediary/referrer,Tradesperson,81000.0,2025-02-16,0,0,1,1
CUST-10283,Santos-Christian,Pty Ltd Company - simple,True,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Remote (video/email only),Retail Manager,45000.0,2026-05-26,0,0,2,1
CUST-10284,"Villarreal, James and Stewart",Pty Ltd Company - simple,True,Germany,Not a PEP,True,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Property Developer,541000.0,2025-10-12,2,0,1,1
CUST-10285,"Clay, Freeman and Weaver",Family Trust,True,Canada,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Nurse,67000.0,2025-05-04,1,0,1,0
CUST-10286,"Jones, Welch and Mccall",Pty Ltd Company - simple,True,Canada,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Tradesperson,66000.0,2024-12-28,0,0,0,0
CUST-10287,Nicole Hamilton MD,Individual,False,Yemen,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Remote (video/email only),Investment Manager,401000.0,2025-03-12,0,2,2,1
CUST-10288,"Padilla, Garcia and Jackson",Foreign-incorporated entity,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Via intermediary/referrer,Nurse,85000.0,2026-04-16,1,0,1,1
CUST-10289,Allen Nguyen,Individual,False,Japan,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Administrator,91000.0,2026-06-16,0,0,1,1
CUST-10290,Ian Jordan,Individual,False,Japan,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Property Developer,263000.0,2026-03-23,0,0,2,0
CUST-10291,Jason Maldonado,Individual,False,New Zealand,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Import/Export Trader,554000.0,2025-11-26,0,0,0,1
CUST-10292,Jackson Inc,Family Trust,True,Germany,Domestic PEP (low profile),False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Accountant,100000.0,2025-09-18,1,0,1,0
CUST-10293,Janet Vega,Individual,False,Cambodia,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,130000.0,2025-04-07,0,1,0,0
CUST-10294,Mr. David Little MD,Individual,False,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Administrator,66000.0,2024-10-31,0,0,2,1
CUST-10295,Stephanie Marshall,Individual,False,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Company Director,416000.0,2026-03-14,0,0,2,1
CUST-10296,Joshua Jones,Individual,False,Japan,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Investment Manager,538000.0,2025-12-11,0,0,0,0
CUST-10297,Victoria Evans,Individual,False,Singapore,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Small Business Owner,180000.0,2025-12-19,0,0,2,0
CUST-10298,Vaughn-Bryant,Pty Ltd Company - multi-layer ownership,True,Germany,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Retail Manager,82000.0,2024-09-17,1,0,2,0
CUST-10299,Zachary Castaneda,Individual,False,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),IT Consultant,129000.0,2025-06-30,0,0,1,1
CUST-10300,Young PLC,Unit Trust,True,Myanmar,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Retail Manager,75000.0,2024-11-03,0,2,1,0
CUST-10301,Andrews-Haney,Pty Ltd Company - simple,True,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Engineer,145000.0,2026-05-11,0,0,1,0
CUST-10302,William Barrett,Foreign-incorporated entity,False,Singapore,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,62000.0,2025-11-29,1,0,0,0
CUST-10303,Smith-Grimes,Pty Ltd Company - simple,True,United States,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Small Business Owner,177000.0,2025-10-25,0,0,0,1
CUST-10304,"Beltran, Lozano and Mcgee",Pty Ltd Company - simple,True,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Engineer,175000.0,2025-04-23,0,0,1,0
CUST-10305,Parsons-Hall,Pty Ltd Company - multi-layer ownership,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Real Estate Agent,186000.0,2025-01-28,1,0,1,0
CUST-10306,Colleen Lee,Individual,False,Singapore,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Retail Manager,64000.0,2025-01-01,0,0,1,1
CUST-10307,Byrd-Le,Pty Ltd Company - simple,True,New Zealand,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,88000.0,2025-07-29,0,0,0,0
CUST-10308,"Becker, Taylor and Davis",Unit Trust,True,Australia,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Property Developer,274000.0,2026-06-02,1,0,1,0
CUST-10309,"Lucas, Parker and Alexander",Discretionary Trust,True,United Kingdom,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,IT Consultant,167000.0,2026-05-25,1,0,2,0
CUST-10310,Morgan Davis,Individual,False,Japan,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,214000.0,2025-09-28,0,0,0,0
CUST-10311,Murphy-Perry,Unit Trust,True,Australia,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Tradesperson,74000.0,2026-07-08,1,0,1,0
CUST-10312,Anderson PLC,Pty Ltd Company - simple,True,Germany,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,IT Consultant,138000.0,2025-04-09,0,0,1,0
CUST-10313,Schmidt-Mcintyre,Pty Ltd Company - multi-layer ownership,True,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,56000.0,2026-08-01,1,0,0,0
CUST-10314,Scott Group,Foreign-incorporated entity,True,New Zealand,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,173000.0,2024-12-23,1,0,0,0
CUST-10315,Elizabeth Harrell,Individual,False,Australia,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Accountant,183000.0,2026-01-25,0,0,2,0
CUST-10316,Julie Jones,Individual,False,New Zealand,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Company Director,327000.0,2026-05-07,0,0,1,0
CUST-10317,Dalton Ltd,Discretionary Trust,True,United States,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Nurse,47000.0,2026-01-23,0,0,1,0
CUST-10318,"Whitney, Coffey and Ballard",Discretionary Trust,True,Australia,Domestic PEP (low profile),False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),IT Consultant,214000.0,2026-06-08,1,0,0,1
CUST-10319,Richard Smith,Individual,False,United States,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,89000.0,2025-10-30,0,0,0,0
CUST-10320,"Martinez, Richardson and Curry",Pty Ltd Company - multi-layer ownership,True,Singapore,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,54000.0,2025-08-22,1,0,0,0
CUST-10321,Richards-Carson,Discretionary Trust,True,Canada,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Public Servant,59000.0,2025-04-21,0,0,1,0
CUST-10322,Rodriguez-Hall,Family Trust,True,United Kingdom,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Small Business Owner,147000.0,2025-01-18,0,0,0,1
CUST-10323,Harvey PLC,Discretionary Trust,True,Japan,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Accountant,150000.0,2024-10-22,1,0,1,0
CUST-10324,Herman-Walker,Pty Ltd Company - multi-layer ownership,True,Yemen,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Via intermediary/referrer,Real Estate Agent,160000.0,2024-09-18,1,2,1,1
CUST-10325,Reid Group,Foreign-incorporated entity,True,Cyprus,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,102000.0,2024-11-03,1,1,0,0
CUST-10326,Elizabeth Ortiz,Individual,False,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Retail Manager,94000.0,2026-07-03,0,0,0,1
CUST-10327,Williams Inc,Pty Ltd Company - multi-layer ownership,True,Japan,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Small Business Owner,202000.0,2024-10-23,1,0,2,0
CUST-10328,Johnathan Davis,Individual,False,Cambodia,Domestic PEP (low profile),False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Import/Export Trader,558000.0,2025-01-25,1,1,0,1
CUST-10329,Brandy Chavez,Individual,False,Germany,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Real Estate Agent,165000.0,2024-11-27,0,0,0,1
CUST-10330,"Avery, Horton and Fernandez",Foreign-incorporated entity,True,Singapore,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Administrator,93000.0,2025-10-29,1,0,1,0
CUST-10331,"Newton, Moore and Perry",Unit Trust,True,New Zealand,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Accountant,108000.0,2026-02-12,0,0,1,1
CUST-10332,John Russell,Individual,False,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Public Servant,47000.0,2024-10-04,0,0,1,1
CUST-10333,Johnson-Wood,Foreign-incorporated entity,True,Cambodia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Engineer,187000.0,2025-02-03,1,1,2,0
CUST-10334,Wallace-Young,Family Trust,True,Germany,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Nurse,50000.0,2024-12-11,0,0,1,1
CUST-10335,Garcia-Jennings,Pty Ltd Company - multi-layer ownership,True,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Import/Export Trader,392000.0,2026-04-09,1,0,1,0
CUST-10336,Vanessa Howard,Individual,False,Canada,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Investment Manager,296000.0,2024-11-22,0,0,1,1
CUST-10337,Hill-Donaldson,Pty Ltd Company - simple,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Real Estate Agent,184000.0,2025-08-28,0,0,1,0
CUST-10338,Davis-Lewis,Unit Trust,True,Japan,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Small Business Owner,160000.0,2026-03-28,1,0,2,0
CUST-10339,Tricia Williams,Individual,False,United States,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Teacher,80000.0,2025-10-25,0,0,0,1
CUST-10340,William Buchanan,Individual,False,Australia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Remote (video/email only),Engineer,144000.0,2025-03-18,0,0,2,1
CUST-10341,Jones PLC,Pty Ltd Company - simple,True,Australia,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Via intermediary/referrer,Administrator,58000.0,2024-11-26,0,0,1,1
CUST-10342,Willis and Sons,Discretionary Trust,True,Singapore,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Import/Export Trader,391000.0,2026-06-08,0,0,1,1
CUST-10343,Charles Lester,Individual,False,New Zealand,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Retail Manager,45000.0,2025-05-03,0,0,2,0
CUST-10344,Scott Thomas,Individual,False,Panama,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,104000.0,2025-10-02,0,1,0,0
CUST-10345,Fernandez and Sons,Unit Trust,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Small Business Owner,139000.0,2024-10-13,0,0,1,0
CUST-10346,Guerrero Inc,Pty Ltd Company - multi-layer ownership,True,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Small Business Owner,109000.0,2024-12-03,1,0,2,0
CUST-10347,Smith and Sons,Foreign-incorporated entity,True,Australia,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,98000.0,2025-03-12,1,0,0,0
CUST-10348,"Morris, Thompson and Williams",Pty Ltd Company - multi-layer ownership,True,Germany,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Teacher,53000.0,2025-02-19,1,0,1,0
CUST-10349,"Fisher, Wilson and Brown",Unit Trust,True,Myanmar,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Teacher,55000.0,2025-06-04,0,2,1,1
CUST-10350,Ivan Wheeler,Individual,False,United Kingdom,Domestic PEP (low profile),False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Retail Manager,73000.0,2025-01-12,1,0,0,0
CUST-10351,Daniel Gilbert,Individual,False,Japan,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,72000.0,2024-11-05,0,0,0,0
CUST-10352,"Logan, Camacho and Boyd",Foreign-incorporated entity,True,Vanuatu,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Via intermediary/referrer,Administrator,60000.0,2026-05-27,1,1,1,1
CUST-10353,Schneider-Johnson,Pty Ltd Company - simple,True,Germany,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,188000.0,2025-02-11,0,0,0,0
CUST-10354,Boone-Simmons,Pty Ltd Company - simple,True,United Kingdom,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Via intermediary/referrer,Tradesperson,52000.0,2026-07-12,0,0,1,1
CUST-10355,Micheal Wallace,Individual,False,Japan,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,121000.0,2024-10-31,0,0,0,0
CUST-10356,Morris and Sons,Unit Trust,True,United Kingdom,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Engineer,202000.0,2025-02-07,0,0,1,0
CUST-10357,Martinez PLC,Discretionary Trust,True,New Zealand,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,140000.0,2025-12-26,0,0,0,0
CUST-10358,Kimberly Nguyen,Individual,False,New Zealand,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Engineer,114000.0,2025-01-20,0,0,2,0
CUST-10359,"Schmidt, Chavez and Jacobs",Pty Ltd Company - multi-layer ownership,True,Democratic Republic of Congo,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Real Estate Agent,200000.0,2025-05-07,1,2,1,1
CUST-10360,Mcguire Inc,Discretionary Trust,True,Canada,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Investment Manager,559000.0,2024-11-20,1,0,0,1
CUST-10361,Marilyn Mack,Individual,False,Australia,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Teacher,73000.0,2025-02-13,0,0,0,1
CUST-10362,"Glenn, Jordan and Beasley",Unit Trust,True,United Kingdom,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Small Business Owner,145000.0,2024-10-14,0,0,0,0
CUST-10363,Ronald Ross,Individual,False,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Investment Manager,500000.0,2025-04-15,0,0,1,0
CUST-10364,"Davis, Simmons and Ortega",Pty Ltd Company - multi-layer ownership,True,Cambodia,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Retail Manager,64000.0,2025-05-15,1,1,1,0
CUST-10365,Christian Leblanc,Individual,False,Panama,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,74000.0,2025-08-03,0,1,0,1
CUST-10366,Davis Inc,Family Trust,True,Democratic People's Republic of Korea,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Retail Manager,69000.0,2025-12-31,0,2,1,0
CUST-10367,Brent Rodgers,Individual,False,Canada,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,IT Consultant,147000.0,2025-09-19,0,0,1,0
CUST-10368,Kristie Willis,Individual,False,Germany,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Tradesperson,75000.0,2026-04-08,0,0,0,0
CUST-10369,"Hoffman, Santiago and Jenkins",Unit Trust,True,Vanuatu,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Tradesperson,77000.0,2024-10-15,0,1,1,0
CUST-10370,"Pugh, Henderson and Moon",Pty Ltd Company - simple,True,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Engineer,113000.0,2025-01-04,0,0,2,0
CUST-10371,Dwayne Edwards,Individual,False,Canada,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Public Servant,64000.0,2026-05-04,0,0,2,0
CUST-10372,Jordan Moore,Individual,False,Japan,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Small Business Owner,205000.0,2025-02-25,0,0,1,0
CUST-10373,Walker-Rodriguez,Unit Trust,True,New Zealand,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Remote (video/email only),Property Developer,418000.0,2026-07-10,0,0,2,1
CUST-10374,"Richardson, Farmer and Andrews",Unit Trust,True,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,91000.0,2024-12-19,1,0,0,0
CUST-10375,Bruce-Villegas,Unit Trust,True,United States,Foreign PEP (high profile),False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,64000.0,2025-10-04,2,0,0,0
CUST-10376,"Austin, Day and Johnson",Family Trust,True,United Kingdom,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Retail Manager,76000.0,2025-07-13,0,0,0,1
CUST-10377,Sandra Adams,Pty Ltd Company - multi-layer ownership,False,Germany,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Retail Manager,84000.0,2024-10-17,1,0,2,0
CUST-10378,Michael Parker,Individual,False,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Retail Manager,85000.0,2024-12-03,0,0,0,0
CUST-10379,Aaron Kane,Individual,False,Democratic Republic of Congo,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Via intermediary/referrer,Teacher,58000.0,2025-07-09,0,2,2,1
CUST-10380,"Sandoval, Jones and Figueroa",Foreign-incorporated entity,True,Canada,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Nurse,88000.0,2025-03-11,1,0,1,1
CUST-10381,Davis PLC,Pty Ltd Company - simple,True,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Nurse,49000.0,2025-11-14,0,0,1,0
CUST-10382,Bennett Group,Family Trust,True,Japan,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Teacher,72000.0,2025-01-28,0,0,0,1
CUST-10383,Moore-Collins,Foreign-incorporated entity,True,Canada,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Via intermediary/referrer,Real Estate Agent,117000.0,2025-03-23,1,0,2,1
CUST-10384,Todd Carlson,Individual,False,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Import/Export Trader,484000.0,2025-08-02,0,0,2,1
CUST-10385,Moore PLC,Foreign-incorporated entity,True,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Company Director,403000.0,2025-12-02,1,0,2,1
CUST-10386,Brad Ramos,Individual,False,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Tradesperson,45000.0,2025-11-27,0,0,1,0
CUST-10387,Lawrence Perry,Individual,False,Japan,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Retail Manager,63000.0,2025-01-13,0,0,0,0
CUST-10388,Fischer Inc,Pty Ltd Company - simple,True,United States,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Nurse,87000.0,2024-11-28,0,0,1,1
CUST-10389,Jordan-Campbell,Pty Ltd Company - multi-layer ownership,True,New Zealand,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Engineer,215000.0,2025-04-17,1,0,2,0
CUST-10390,"Watkins, Rose and Parker",Pty Ltd Company - multi-layer ownership,True,Germany,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Import/Export Trader,371000.0,2025-01-10,1,0,0,0
CUST-10391,William Brown,Individual,False,Cambodia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Investment Manager,394000.0,2026-04-22,0,1,2,0
CUST-10392,Turner and Sons,Unit Trust,True,Australia,Foreign PEP (high profile),False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,118000.0,2025-11-21,2,0,0,0
CUST-10393,Duran LLC,Discretionary Trust,True,Singapore,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Real Estate Agent,202000.0,2026-02-20,1,0,1,0
CUST-10394,Wilson-Jimenez,Foreign-incorporated entity,True,Vanuatu,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Accountant,120000.0,2026-03-23,1,1,0,1
CUST-10395,Thompson-James,Discretionary Trust,True,United Kingdom,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Public Servant,60000.0,2025-01-19,0,0,2,0
CUST-10396,Kathryn Whitaker,Individual,False,United Kingdom,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Administrator,62000.0,2025-08-19,0,0,2,1
CUST-10397,Jones-Hensley,Pty Ltd Company - multi-layer ownership,True,Canada,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Investment Manager,439000.0,2024-10-27,1,0,1,1
CUST-10398,Graham Group,Unit Trust,True,Canada,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Teacher,64000.0,2024-11-15,1,0,2,1
